Event	ID	Name			Wwise Object Path	Notes
	885871882	Car_Skid_Play			\Default Work Unit\Car\Car_Skid_Play	
	900533538	Car_Crash_Play			\Default Work Unit\Car\Car_Crash_Play	
	993029682	Car_Brake_Play			\Default Work Unit\Car\Car_Brake_Play	
	1051603354	Car_Impact_Pneumatic_Play			\Default Work Unit\Car\Car_Impact_Pneumatic_Play	
	1070810022	Car_Explosion_Play			\Default Work Unit\Car\Car_Explosion_Play	
	1198733287	Footsteps_Play			\Default Work Unit\Ambiance\Footsteps_Play	
	1296828403	Ambiance_Checkpoint_Play			\Default Work Unit\Ambiance\Ambiance_Checkpoint_Play	
	1852543838	Car_Impact_Big_Play			\Default Work Unit\Car\Car_Impact_Big_Play	
	2086347706	Car_Boost_Play			\Default Work Unit\Car\Car_Boost_Play	
	2254025468	Car_Motor_Play			\Default Work Unit\Car\Car_Motor_Play	
	2290073908	Car_Skid_Stop			\Default Work Unit\Car\Car_Skid_Stop	
	2554673542	Ambiance_DS_Main_Play			\Default Work Unit\Ambiance\Ambiance_DS_Main_Play	
	2959156706	Ambiance_PS_Main_Play			\Default Work Unit\Ambiance\Ambiance_PS_Main_Play	
	3485429956	Car_Boost_Stop			\Default Work Unit\Car\Car_Boost_Stop	
	3759478915	Ambiance_Wind_Play			\Default Work Unit\Ambiance\Ambiance_Wind_Play	
	3784223555	Car_Impact_Small_Play			\Default Work Unit\Car\Car_Impact_Small_Play	

Game Parameter	ID	Name			Wwise Object Path	Notes
	796049864	RPM			\Default Work Unit\Car_Engine\RPM	
	822292696	Skid			\Default Work Unit\Car_Various\Skid	
	1200033591	OnGround			\Default Work Unit\Car_Engine\OnGround	
	3588613048	Play_Without_Loosing			\Default Work Unit\Play_Without_Loosing	

Effect plug-ins	ID	Name	Type				Notes
	30359174	Ambiance_Dino_Cris_01	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Dino_Cris_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_01\Ambiance_Dino_Cris_01		1359936
	32068388	Car_Skid_04	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\TireSkid_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Skid\Skid\Car_Skid_04		217838
	45902559	Ambiance_Various_01	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Various_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance trucs\Random_Cris_02\Ambiance_Various_01		2967788
	64159668	Cris-14	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\CRIS\Cris-14_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_02\Cris-14		1507472
	82365473	Dino_SingleFtsp_06	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Footsteps\Dino_SingleFtsp_06_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Footsteps\Footsteps\Dino_SingleFtsp_06		113856
	100271176	Music_Boost_Loop_2	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Music_Boost_Loop_2_4B8CC0C5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Boost\Music_Boost_Loop_2		2634288
	102361454	Impact_Pneumatic_04	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Impact_Pneumatic_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Impact\Impact_Pneumatic\Impact_Pneumatic_04		184384
	123176561	Dino_SingleFtsp_02	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Footsteps\Dino_SingleFtsp_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Footsteps\Footsteps\Dino_SingleFtsp_02		138304
	127063503	Ambiance_Dino_Cris_10	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Dino_Cris_10_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_01\Ambiance_Dino_Cris_10		1507392
	141653995	Ambiance_Various_07	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Various_07_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance trucs\Random_Cris_02\Ambiance_Various_07		2330392
	146464488	Impact_Big_03	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Impact\Impact_Big_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Impact\Impact_Big\Impact_Big_03		307264
	153973218	Ambiance_Dino_Cris_05	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Dino_Cris_05_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_01\Ambiance_Dino_Cris_05		1523776
	160762649	Cris-16	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\CRIS\Cris-16_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_02\Cris-16		777724
	164804083	Boost_LOOP	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Boost LOOP_ok_4B8CC0C5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Boost\Boost_LOOP		3433024
	173352256	Cris-12	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\CRIS\Cris-12_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_02\Cris-12		922124
	207388785	Ambiance_Dino_Loop_01	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Dino_Loop_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance_Dino_Loop_01		15648064
	253383093	Ambiance_Dino_Cris_09	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Dino_Cris_09_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_01\Ambiance_Dino_Cris_09		1550596
	258249925	Ambiance_Dino_Cris_08	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Dino_Cris_08_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_01\Ambiance_Dino_Cris_08		1343552
	289633768	Ambiance_Divers_02	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Divers_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance trucs\Random_Cris_01\Ambiance_Divers_02		1491776
	292250076	Dino_SingleFtsp_07	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Footsteps\Dino_SingleFtsp_07_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Footsteps\Footsteps\Dino_SingleFtsp_07		136704
	299795253	Ambiance_Dino_Loop_02	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Dino_Loop_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance_Dino_Loop_02		3744064
	301078151	Ambiance_Trucs_01	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Trucs_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Checkpoint\Ambiance_Trucs_01		1566796
	303478541	Car_Skid_05	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\TireSkid_05_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Skid\Skid\Car_Skid_05		170554
	326881663	Cris-18	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\CRIS\Cris-18_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_02\Cris-18		1581332
	333540538	Impact_Small_03	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Impact\Impact_Small_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Impact\Impact_Small\Impact_Small_03		307264
	352217460	Cris-13	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\CRIS\Cris-13_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_02\Cris-13		853096
	354615153	Impact_Big_02	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Impact\Impact_Big_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Impact\Impact_Big\Impact_Big_02		268864
	358359546	Explosion_02	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\SFX_Explosion\Explosion_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Explosion\Explosion\Explosion_02		1105984
	385111353	Ambiance_Dino_Cris_04	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Dino_Cris_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_01\Ambiance_Dino_Cris_04		1564736
	418387229	Dino_SingleFtsp_03	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Footsteps\Dino_SingleFtsp_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Footsteps\Footsteps\Dino_SingleFtsp_03		130880
	420036444	Ambiance_Dino_Cris_11	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Dino_Cris_11_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_01\Ambiance_Dino_Cris_11		1291152
	422221811	Ambiance_Dino_Cris_12	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Dino_Cris_12_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_01\Ambiance_Dino_Cris_12		1468844
	475528038	Car_Skid_01	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\TireSkid_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Skid\Skid\Car_Skid_01		88264
	499572273	Ambiance_Divers_03	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Divers_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance trucs\Random_Cris_01\Ambiance_Divers_03		1754448
	509314267	Explosion_04	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\SFX_Explosion\Explosion_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Explosion\Explosion\Explosion_04		1236544
	517366726	Impact_Pneumatic_05	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Impact_Pneumatic_05_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Impact\Impact_Pneumatic\Impact_Pneumatic_05		199744
	524977779	Car_Skid_02	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\TireSkid_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Skid\Skid\Car_Skid_02		182100
	533154656	Ambiance_Divers_01	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Divers_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance trucs\Random_Cris_01\Ambiance_Divers_01		2422648
	536937558	Impact_Big_01	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Impact\Impact_Big_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Impact\Impact_Big\Impact_Big_01		284224
	540160979	Impact_Pneumatic_02	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Impact_Pneumatic_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Impact\Impact_Pneumatic\Impact_Pneumatic_02		161344
	555406778	Explosion_Simple	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\SFX_Explosion\Explosion_Simple_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Explosion\Explosion\Explosion_Simple		852544
	573882583	Cris-11	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\CRIS\Cris-11_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_02\Cris-11		794212
	610910633	Ambiance_Trucs_02	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Trucs_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Checkpoint\Ambiance_Trucs_02		1759768
	617534192	Ambiance_Divers_09	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Divers_09_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance trucs\Random_Cris_01\Ambiance_Divers_09		6769216
	634648255	Ambiance_Trucs_06	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Trucs_06_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Checkpoint\Ambiance_Trucs_06		953028
	646456027	Explosion_01	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\SFX_Explosion\Explosion_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Explosion\Explosion\Explosion_01		852544
	658790606	Explosion_03	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\SFX_Explosion\Explosion_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Explosion\Explosion\Explosion_03		1451584
	670702177	Ambiance_Divers_06	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Divers_06_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance trucs\Random_Cris_01\Ambiance_Divers_06		2762412
	683671099	Ambiance_Divers_04	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Divers_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance trucs\Random_Cris_01\Ambiance_Divers_04		2276252
	685019912	Ambiance_Various_06	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Various_06_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance trucs\Random_Cris_02\Ambiance_Various_06		1476684
	696164050	Ambiance_Various_05	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Various_05_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance trucs\Random_Cris_02\Ambiance_Various_05		1193224
	704711695	Car_Skid_03	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\TireSkid_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Skid\Skid\Car_Skid_03		75788
	715494547	Ambiance_Dino_Cris_03	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Dino_Cris_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_01\Ambiance_Dino_Cris_03		1556544
	724619214	Ambiance_Various_04	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Various_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance trucs\Random_Cris_02\Ambiance_Various_04		1973112
	755627189	Impact_Small_01	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Impact\Impact_Small_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Impact\Impact_Small\Impact_Small_01		215104
	770348932	Cris-17	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\CRIS\Cris-17_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_02\Cris-17		1147112
	793991666	Impact_Pneumatic_01	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Impact_Pneumatic_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Impact\Impact_Pneumatic\Impact_Pneumatic_01		169024
	804587457	Ambiance_Trucs_03	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Trucs_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Checkpoint\Ambiance_Trucs_03		1415492
	808389963	Dino_SingleFtsp_05	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Footsteps\Dino_SingleFtsp_05_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Footsteps\Footsteps\Dino_SingleFtsp_05		127424
	868162391	Ambiance_Divers_07	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Divers_07_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance trucs\Random_Cris_01\Ambiance_Divers_07		2668528
	881912051	Explosion_05	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\SFX_Explosion\Explosion_05_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Explosion\Explosion\Explosion_05		1321024
	893174470	Dino_SingleFtsp_04	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Footsteps\Dino_SingleFtsp_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Footsteps\Footsteps\Dino_SingleFtsp_04		125248
	898156801	Ambiance_Divers_05	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Divers_05_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance trucs\Random_Cris_01\Ambiance_Divers_05		3045172
	907194361	Impact_Pneumatic_03	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Impact_Pneumatic_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Impact\Impact_Pneumatic\Impact_Pneumatic_03		199744
	913329079	Cris-19	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\CRIS\Cris-19_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_02\Cris-19		919564
	917889807	Ambiance_Dino_Cris_02	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Dino_Cris_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_01\Ambiance_Dino_Cris_02		1691712
	943764081	Boost_Start	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Boost_Start_02_D38E5F28.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Boost\Boost_Start		429324
	946708904	Dino_SingleFtsp_01	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Footsteps\Dino_SingleFtsp_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Footsteps\Footsteps\Dino_SingleFtsp_01		117696
	947323065	Impact_Small_02	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Impact\Impact_Small_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Car\Impact\Impact_Small\Impact_Small_02		199744
	965305980	Ambiance_Trucs_05	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Trucs_05_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Checkpoint\Ambiance_Trucs_05		2165476
	997456366	Ambiance_Various_03	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Various_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance trucs\Random_Cris_02\Ambiance_Various_03		3232984
	1002126405	Cris-09	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\CRIS\Cris-09_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_02\Cris-09		736640
	1030938877	Ambiance_Dino_Cris_06	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Dino_Cris_06_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_01\Ambiance_Dino_Cris_06		1155136
